,LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,zip_code_5,Minority,YearApproved,NAICS_6,LongName,IndustrySubsector,NAICS_4,BorrowerName - Clean
8355,1073587402,05/03/2020,912.0,PPP,TIJUANA RESTAURANT,1308 INTERNATIONAL BLVD,OAKLAND,CA,94606-4304,0,Exemption 4,24,100,41440.0,41440.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94606-4304,CA-13,7,722513.0,Unanswered,Hispanic or Latino,0.0,41440.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94606.0,Yes,2020,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,TIJUANA RESTAURANT
8361,6391428405,02/10/2021,912.0,PPS,PHO 242 BAC CALI INC.,5592 Santa Teresa Blvd Ste B,San Jose,CA,95123-1211,0,Exemption 4,60,100,41422.0,41422.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95123-1211,CA-19,5,722511.0,Asian,Not Hispanic or Latino,1.0,41416.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,95123.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,PHO 242 BAC CALI
8363,2056038607,03/13/2021,912.0,PPS,SHIVA AUTO REPAIR,118 S Spruce Ave,South San Francisco,CA,94080-4519,0,Exemption 4,60,100,41407.0,41407.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,Y,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-4519,CA-14,3,811198.0,Asian,Unknown/NotStated,1.0,41405.0,0.0,0.0,0.0,0.0,0.0,Partnership,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,0.0,,94080.0,Yes,2021,811198.0,All Other Automotive Repair and Maintenance ,Automotive Repair and Maintenance,8111.0,SHIVA AUTO REPAIR
8369,6466077700,05/01/2020,912.0,PPP,"OCTANE, INC.",330 10TH ST,SAN FRANCISCO,CA,94103-3805,0,Exemption 4,24,100,41380.0,41380.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,New Business or 2 years or less,SAN FRANCISCO,SAN FRANCISCO,CA,94103-3805,CA-12,4,441310.0,Asian,Not Hispanic or Latino,0.0,41380.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2020,441310.0,Automotive Parts and Accessories Stores ,"Automotive Parts, Accessories, and Tire Stores ",4413.0,OCTANE
8370,7857708501,03/08/2021,912.0,PPS,OCTANE INC.,330 10th St,San Francisco,CA,94103-3805,0,Exemption 4,60,100,41380.0,41380.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94103-3805,CA-12,3,811111.0,Asian,Not Hispanic or Latino,1.0,41374.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2021,811111.0,General Automotive Repair ,Automotive Repair and Maintenance,8111.0,OCTANE
8374,5638168408,02/09/2021,912.0,PPS,HOOKT DOUGHNUTS LLC.,325 S Maple Ave Ste 23,South San Francisco,CA,94080-6315,0,Exemption 4,60,100,41370.0,41370.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-6315,CA-14,3,722515.0,Asian,Not Hispanic or Latino,1.0,41365.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,0.0,,94080.0,Yes,2021,722515.0,Snack and Nonalcoholic Beverage Bars ,Restaurants and Other Eating Places,7225.0,HOOKT DOUGHNUTS
8376,4872388310,01/23/2021,912.0,PPS,YANGTZE MARKET INC,2026 Mission St,San Francisco,CA,94110-1218,0,Exemption 4,60,100,41356.0,41356.0,0.0,,223542.0,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94110-1218,CA-12,5,721199.0,Asian,Unknown/NotStated,1.0,41354.0,0.0,0.0,0.0,0.0,0.0,Corporation,223542.0,Celtic Bank Corporation,SALT LAKE CITY,UT,Male Owned,Non-Veteran,,0.0,,94110.0,Yes,2021,721199.0,All Other Traveler Accommodation ,Traveler Accommodation,7211.0,YANGTZE MARKET
8380,4334598600,03/18/2021,912.0,PPS,GOLDEN ELEPHANT USA,35233 Newark Blvd Ste F,Newark,CA,94560-1231,0,Exemption 4,60,100,41349.0,41349.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Newark,ALAMEDA,CA,94560-1231,CA-17,4,722511.0,Asian,Not Hispanic or Latino,1.0,41345.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,0.0,,94560.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,GOLDEN ELEPHANT USA
8425,1140307705,05/01/2020,912.0,PPP,HOOKT DOUGHNUTS LLC,325 S MAPLE AVE STE 23,SOUTH SAN FRANCISCO,CA,94080,0,Exemption 4,24,100,41100.0,41100.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,New Business or 2 years or less,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080-0001,CA-14,6,445291.0,Asian,Not Hispanic or Latino,2150.0,30000.0,500.0,7950.0,0.0,0.0,500.0,Limited  Liability Company(LLC),48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,41519.56,05/12/2021,94080.0,Yes,2020,445291.0,Baked Goods Stores ,Specialty Food Stores ,4452.0,HOOKT DOUGHNUTS
8484,7195778500,03/05/2021,912.0,PPS,ART N FUN STUDIO INC,925 Blossom Hill Rd,San Jose,CA,95123-1230,0,Exemption 4,60,100,40785.0,40785.0,0.0,Color Me Mine,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95123-1230,CA-19,15,451120.0,Asian,Not Hispanic or Latino,1.0,40783.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,95123.0,Yes,2021,451120.0,"Hobby, Toy, and Game Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ",4511.0,ART N FUN STUDIO
8507,6097718800,04/19/2021,912.0,PPS,LUV PHO LLC,500 Lawrence Expy Ste A100,Sunnyvale,CA,94085-4029,0,Exemption 4,60,100,40679.0,40679.0,0.0,,456756.0,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Y,Existing or more than 2 years old,Sunnyvale,SANTA CLARA,CA,94085-4029,CA-17,6,722511.0,Asian,Not Hispanic or Latino,0.0,40678.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),456756.0,Cross River Bank,TEANECK,NJ,Female Owned,Non-Veteran,,0.0,,94085.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,LUV PHO
8510,3544317300,04/29/2020,912.0,PPP,"IRON GRILL ASIAN BBQ, INC",764 HARRISON STREET,SAN FRANCISCO,CA,94107,04/13/2021,Paid in Full,24,100,40640.0,40640.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94107-0001,CA-12,12,722511.0,Asian,Not Hispanic or Latino,0.0,40640.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,40961.78,02/26/2021,94107.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,IRON GRILL ASIAN BBQ
8513,3996767710,05/01/2020,912.0,PPP,RADHE RADHE CORPORATION,835 WEST A ST.,HAYWARD,CA,94541,0,Exemption 4,24,100,40625.0,40625.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,HAYWARD,ALAMEDA,CA,94541-1002,CA-15,7,721110.0,Asian,Unknown/NotStated,0.0,40625.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,0.0,,94541.0,Yes,2020,721110.0,Hotels (except Casino Hotels) and Motels ,Traveler Accommodation,7211.0,RADHE RADHE
8534,2941307710,05/01/2020,912.0,PPP,"TOOTSIES BOUTIQUE, INC.",1391 Camino Tassajara,DANVILLE,CA,94526,0,Exemption 4,24,100,50527.0,40527.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,DANVILLE,CONTRA COSTA,CA,94526-0001,CA-11,9,448210.0,Asian,Not Hispanic or Latino,1760.0,16211.0,0.0,20956.0,0.0,1600.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,0.0,,94526.0,Yes,2020,448210.0,Shoe Stores ,Shoe Stores ,4482.0,TOOTSIES BOUTIQUE
8550,6763627902,06/16/2020,912.0,PPP,"ANTIGUA COFFEE SHOP, LLC",437 Grand Avenue,South San Francisco,CA,94080,0,Exemption 4,60,100,70700.0,40477.0,0.0,,524612.0,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-0001,CA-14,13,722511.0,Unanswered,Hispanic or Latino,0.0,40477.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),524612.0,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,0.0,,94080.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,ANTIGUA COFFEE SHOP
8565,7597767101,04/14/2020,912.0,PPP,OAK CREEK FLORIST INC,2108 ASPEN WAY,ANTIOCH,CA,94509,0,Exemption 4,24,100,40423.0,40423.0,0.0,,53803.0,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,New Business or 2 years or less,ANTIOCH,CONTRA COSTA,CA,94509-0001,CA-09,9,453110.0,Asian,Not Hispanic or Latino,0.0,40423.0,0.0,0.0,0.0,0.0,0.0,Corporation,53803.0,"U.S. Bank, National Association",CINCINNATI,OH,Female Owned,Non-Veteran,,40875.51,05/25/2021,94509.0,Yes,2020,453110.0,Florists ,Florists ,4531.0,OAK CREEK FLORIST
8573,4790378401,02/06/2021,912.0,PPS,NEW GREEN GARDEN INC,434 Broadway,San Francisco,CA,94133-4515,0,Exemption 4,60,100,40387.0,40387.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94133-4515,CA-12,7,722511.0,Asian,Not Hispanic or Latino,1.0,40384.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94133.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,NEW GREEN GARDEN
8574,5138118408,02/07/2021,912.0,PPS,BAY CLEANERS COMPANY,4140 Redwood Rd,Oakland,CA,94619-2330,0,Exemption 4,60,100,40385.0,40385.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94619-2330,CA-13,6,812320.0,Asian,Unknown/NotStated,1.0,40382.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,0.0,,94619.0,Yes,2021,812320.0,Drycleaning and Laundry Services (except Coin-Operated) ,Drycleaning and Laundry Services ,8123.0,BAY CLEANERS
8575,5669958608,03/20/2021,912.0,PPS,TMS AUTOMOTIVE LLC,1125 9th Ave,Oakland,CA,94606-3705,0,Exemption 4,60,100,40382.0,40382.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94606-3705,CA-13,4,811111.0,Asian,Not Hispanic or Latino,1.0,40377.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94606.0,Yes,2021,811111.0,General Automotive Repair ,Automotive Repair and Maintenance,8111.0,TMS AUTOMOTIVE
8585,2983348400,02/04/2021,912.0,PPP,BARE BEAUTY LOUNGE INC,1810 Union St,San Francisco,CA,94123-4308,0,Exemption 4,60,100,40352.0,40352.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94123-4308,CA-12,4,812112.0,Asian,Not Hispanic or Latino,1.0,40349.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Unanswered,,0.0,,94123.0,Yes,2021,812112.0,Beauty Salons ,Personal Care Services ,8121.0,BARE BEAUTY LOUNGE
8593,5221338601,03/20/2021,912.0,PPS,KAMA O DELI LLC,590 3rd St,San Francisco,CA,94107-1886,0,Exemption 4,60,100,40306.0,40306.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94107-1886,CA-12,5,722513.0,Asian,Not Hispanic or Latino,1.0,40304.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94107.0,Yes,2021,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KAMA O DELI
8628,4791318407,02/06/2021,912.0,PPS,DJ CLEANING SERVICE LLC,1418 Thomas Ave,San Francisco,CA,94124-2742,0,Exemption 4,60,100,40096.0,40096.0,0.0,,456756.0,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94124-2742,CA-12,4,561720.0,Black or African American,Not Hispanic or Latino,1.0,40095.0,0.0,0.0,0.0,0.0,0.0,Partnership,456756.0,Cross River Bank,TEANECK,NJ,Male Owned,Unanswered,,0.0,,94124.0,Yes,2021,561720.0,Janitorial Services ,Services to Buildings and Dwellings,5617.0,DJ CLEANING SERVICE
8639,9588138104,07/28/2020,912.0,PPP,DA LIAN RESTAURANT INC,1674 SHATTUCK AVE,BERKELEY,CA,94709-1631,04/16/2021,Paid in Full,60,100,40032.0,40032.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,BERKELEY,ALAMEDA,CA,94709-1631,CA-13,7,722511.0,Asian,Not Hispanic or Latino,0.0,40032.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Female Owned,Non-Veteran,,40278.77,03/11/2021,94709.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,DA LIAN RESTAURANT
8645,1146917701,05/01/2020,912.0,PPP,VIET TOWN PHARMACY INC,999 STORY RD UNIT 9024,SAN JOSE,CA,95122,05/20/2021,Paid in Full,24,100,40000.0,40000.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95122-1000,CA-19,4,446110.0,Asian,Not Hispanic or Latino,0.0,30000.0,0.0,10000.0,0.0,0.0,0.0,Subchapter S Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Unanswered,,40371.31,04/08/2021,95122.0,Yes,2020,446110.0,Pharmacies and Drug Stores ,Health and Personal Care Stores ,4461.0,VIET TOWN PHARMACY
8649,2066378706,03/28/2021,912.0,PPS,NEIL DIAMONDS INC.,5627 Stoneridge Dr Ste 323,Pleasanton,CA,94588-8503,0,Exemption 4,60,100,40000.0,40000.0,0.0,,5280.0,Fremont Bank,39150 Fremont Blvd,FREMONT,CA,94538-1316,U,N,N,Existing or more than 2 years old,Pleasanton,ALAMEDA,CA,94588-8503,CA-15,8,448310.0,Asian,Not Hispanic or Latino,0.0,39996.0,0.0,0.0,0.0,0.0,0.0,Corporation,5280.0,Fremont Bank,FREMONT,CA,Female Owned,Non-Veteran,,0.0,,94588.0,Yes,2021,448310.0,Jewelry Stores ,"Jewelry, Luggage, and Leather Goods Stores ",4483.0,NEIL DIAMONDS
8658,4894927300,04/30/2020,912.0,PPP,NEIL DIAMONDS INC.,5627 STONERIDGE DRIVE STE 323,PLEASANTON,CA,94588,0,Exemption 4,24,100,40000.0,40000.0,0.0,,5280.0,Fremont Bank,39150 Fremont Blvd,FREMONT,CA,94538-1316,U,N,N,Unanswered,PLEASANTON,ALAMEDA,CA,94588-0001,CA-15,8,448310.0,Asian,Not Hispanic or Latino,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,Corporation,5280.0,Fremont Bank,FREMONT,CA,Female Owned,Non-Veteran,,0.0,,94588.0,Yes,2020,448310.0,Jewelry Stores ,"Jewelry, Luggage, and Leather Goods Stores ",4483.0,NEIL DIAMONDS
8662,5322557709,05/01/2020,912.0,PPP,CAO NGUYEN RESTAURANT,2549 S KING RD STE A16,SAN JOSE,CA,95122-1893,0,Exemption 4,24,100,40000.0,40000.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,New Business or 2 years or less,SAN JOSE,SANTA CLARA,CA,95122-1893,CA-19,7,722511.0,Asian,Unknown/NotStated,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,95122.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,CAO NGUYEN RESTAURANT
8663,5430747301,04/30/2020,912.0,PPP,SEVEN SEAS SUSHI RESTAURANT INC,130 E. SANTA CLARA ST,SAN JOSE,CA,95113,02/11/2021,Paid in Full,24,100,40000.0,40000.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95113-1000,CA-19,6,722511.0,Asian,Unknown/NotStated,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,40280.55,01/19/2021,95113.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SEVEN SEAS SUSHI RESTAURANT
8673,8082587101,04/15/2020,912.0,PPP,ORGANIC SHIMMER INC.,1804 UNION ST,SAN FRANCISCO,CA,94123,05/21/2021,Paid in Full,24,100,40000.0,40000.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94123-1000,CA-12,8,812199.0,Asian,Not Hispanic or Latino,5000.0,10000.0,0.0,22600.0,0.0,2400.0,0.0,Subchapter S Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Female Owned,Non-Veteran,,40377.84,03/30/2021,94123.0,Yes,2020,812199.0,Other Personal Care Services ,Personal Care Services ,8121.0,ORGANIC SHIMMER
8680,9922447310,05/03/2020,912.0,PPP,EUROPEAN AUTO,1128 WESTERN ST STE 26,FAIRFIELD,CA,94533-2467,0,Exemption 4,24,100,21822.0,40000.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,FAIRFIELD,SOLANO,CA,94533-2467,CA-03,2,811121.0,Asian,Not Hispanic or Latino,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94533.0,Yes,2020,811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",Automotive Repair and Maintenance,8111.0,EUROPEAN AUTO
8716,7374847300,04/30/2020,912.0,PPP,KAMU SUSHI INC,112 Grand Avenue,South San Francisco,CA,94080,0,Exemption 4,24,100,39800.0,39800.0,0.0,,223542.0,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,Y,Y,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-0001,CA-14,12,722511.0,Asian,Not Hispanic or Latino,0.0,39800.0,0.0,0.0,0.0,0.0,0.0,Corporation,223542.0,Celtic Bank Corporation,SALT LAKE CITY,UT,Female Owned,Non-Veteran,,0.0,,94080.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KAMU SUSHI
8726,7051117702,05/01/2020,912.0,PPP,BLUSHEM INC,5959 SHELLMOUND ST,EMERYVILLE,CA,94608,03/18/2021,Paid in Full,24,100,39756.0,39756.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,EMERYVILLE,ALAMEDA,CA,94608-1000,CA-13,5,999990.0,Asian,Not Hispanic or Latino,0.0,39756.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,40065.33,02/16/2021,94608.0,Yes,2020,999990.0,,,,BLUSHEM
8728,6235107906,06/16/2020,912.0,PPP,NAJWA INC,507 COLUMBUS AVE,SAN FRANCISCO,CA,94133-2801,0,Exemption 4,60,100,39743.0,39743.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94133-2801,CA-12,5,445310.0,Asian,Unknown/NotStated,0.0,39743.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94133.0,Yes,2020,445310.0,"Beer, Wine, and Liquor Stores ","Beer, Wine, and Liquor Stores ",4453.0,NAJWA
8737,6577547310,04/30/2020,912.0,PPP,KAMA O DELI LLC,590 3RD ST,SAN FRANCISCO,CA,94107-1886,0,Exemption 4,24,100,39663.0,39663.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94107-1886,CA-12,6,722513.0,Asian,Not Hispanic or Latino,0.0,39663.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94107.0,Yes,2020,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KAMA O DELI
8749,1354178509,02/18/2021,912.0,PPS,PREMIER DESSERTS INC,3001 Geary Blvd Ste 201,San Francisco,CA,94118-3396,0,Exemption 4,60,100,39592.0,39592.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94118-3396,CA-12,5,722515.0,Asian,Not Hispanic or Latino,1.0,39589.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94118.0,Yes,2021,722515.0,Snack and Nonalcoholic Beverage Bars ,Restaurants and Other Eating Places,7225.0,PREMIER DESSERTS
8750,8374907702,05/01/2020,912.0,PPP,3 OF A KIND CORP.,465 GROVE ST,SAN FRANCISCO,CA,94102,02/25/2021,Paid in Full,24,100,39582.0,39582.0,0.0,,53803.0,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94102-0001,CA-12,7,722511.0,Asian,Not Hispanic or Latino,0.0,39582.0,0.0,0.0,0.0,0.0,0.0,Corporation,53803.0,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,32784.73,12/15/2020,94102.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,3 OF A KIND
